society,bedrooms,baths,link,floors_in_building,price,area,area_sqft,servant_quarters,kitchens,store_rooms,price_per_sqft,drawing_room,dining_room,lounge_or_sitting_room,laundry_room,study_room,prayer_room,powder_room,gym,steam_room,other_rooms,luxury_score,furnishing_score,floor,agePossession,lat,lon
Bahria Town,3.0,3.0,https://www.zameen.com/Property/bahria_town_sector_e_bahria_town_-_jinnah_block_book_fully_furnished_three_bed_apartment_in_sky_square_on_20_down_payment-52569941-1804-1.html,8.0,0.47,5.8,1577.6,1.0,1.0,1.0,2979.20892494929,1,1,1,1,1,1,1,1,1,1,180.0,49,3.0,New Property,31.358067,74.1824132
Bahria Town,1.0,1.0,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_e_ready_to_move_one_bed_apartment_on_one_year_installments_in_bahria_town_lahore-53395153-1802-1.html,9.0,0.45,2.3,625.5999999999999,0.0,1.0,0.0,7193.094629156011,0,0,1,1,0,0,0,0,0,0,167.0,39,3.0,New Property,31.358067,74.1824132
Bahria Town,2.0,2.0,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_e_two_bed_new_york_loft_apartment_for_sale_in_sky_square_on_easy_3_years_installment_plan-53751935-1802-1.html,13.0,0.37,3.3,897.5999999999999,2.0,1.0,2.0,4122.10338680927,1,1,1,1,1,1,1,1,1,1,180.0,49,7.0,New Property,31.358067,74.1824132
Bahria Town,1.0,1.0,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_e_one_bed_ready_to_move_apartment_get_possession_by_pay_50_advance_remaining_in_1_year_for_sale-53931048-1802-1.html,8.0,0.45,2.4,652.8,0.0,1.0,0.0,6893.382352941177,0,0,1,0,0,0,0,0,0,0,114.0,18,3.0,Undefined,31.358067,74.1824132
Bahria Town,2.0,2.0,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_b_book_2_bed_luxury_apartment_on_easy_instalment_plan_in_sector_b_bahria_town_lahore-53848228-1772-1.html,8.0,0.76,4.1,1115.1999999999998,0.0,1.0,0.0,6814.921090387375,0,0,1,0,0,0,0,0,0,0,115.0,18,3.0,Undefined,31.358067,74.1824132
Bahria Town,1.0,1.0,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_c_one_bed_ready_to_move_non_furnished_apartment_for_sale_in_sector_c_bahria_town_lahore-53405173-1784-1.html,8.0,0.63,2.6,707.2,0.0,1.0,0.0,8908.371040723981,1,1,1,1,1,1,1,1,1,0,153.0,30,3.0,Undefined,31.358067,74.1824132
Bahria Town,2.0,2.0,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_e_2_bed_ready_to_move_apartment_available_for_sale_with_one_year_instalments_in_sector_e_bahria_town_lahore-53794647-1802-1.html,7.0,1.21,3.3,897.5999999999999,0.0,1.0,0.0,13480.392156862748,0,0,0,0,0,0,0,0,0,0,95.0,37,4.0,New Property,31.358067,74.1824132
Bahria Town,1.0,1.0,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_f_secure_property_investment_with_high_rental_potential_in_bahria_town_lahore_on_1_bed_apartment-53922256-3097-1.html,8.0,0.8073,2.3,625.5999999999999,1.0,1.0,1.0,12904.411764705885,1,1,1,1,1,1,1,1,1,0,150.0,39,3.0,Undefined,31.358067,74.1824132
Bahria Town,2.0,2.0,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_e_2_bhk_ready_for_possession_apartment_with_rental_income_for_sale_in_bahria_town_lahore-50369219-1802-1.html,7.0,1.2,3.3,897.5999999999999,1.0,1.0,0.0,13368.983957219252,0,1,1,1,1,0,0,0,0,0,144.0,39,2.0,New Property,31.358067,74.1824132
Bahria Town,2.0,2.0,https://www.zameen.com/Property/bahria_town_sector_e_bahria_town_-_jinnah_block_get_your_luxury_two_bed_apartment_on_25_down_payment_easy_3_year_installment_plan_in_sky_square-52831644-1804-1.html,8.0,0.37,3.8,1033.6,1.0,1.0,1.0,3579.7213622291024,1,1,1,1,1,1,1,1,1,1,185.0,49,13.0,New Property,31.358067,74.1824132
Bahria Town,2.0,2.0,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_e_2_beds_apartment_for_sale_on_one_year_instalments_in_sector_e_bahria_town_lahore-50795476-1802-1.html,8.0,1.2,3.3,897.5999999999999,1.0,2.0,1.0,13368.983957219252,1,1,1,1,1,1,1,1,1,1,168.0,39,3.0,New Property,31.358067,74.1824132
Bahria Town,0.0,2.0,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_f_high_roi_studio_apartment_for_sale_best_investment_opportunity_in_madina_mall_and_residency_bahria_town_lahore-53922210-3097-1.html,7.0,0.4211999999999999,1.4,380.8,0.0,1.0,0.0,11060.9243697479,0,0,0,0,0,0,0,0,0,0,163.0,39,3.0,Undefined,31.358067,74.1824132
Bahria Town,1.0,1.0,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_e_1_bed_furnished_amp_luxury_apartment_for_sale_on_a_prime_location_of_bahria_town_near_eiffel_tower-53953514-1802-1.html,8.0,0.99,2.9,788.8,0.0,1.0,0.0,12550.709939148071,0,1,1,1,0,0,0,0,0,0,104.0,24,3.0,New Property,31.358067,74.1824132
Bahria Town,1.0,1.0,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_d_400_square_feet_flat_for_sale_in_beautiful_bahria_town_-_sector_d-53931662-1796-1.html,8.0,0.6,1.8,489.6,1.0,1.0,0.0,12254.901960784313,1,1,1,1,1,1,1,0,1,1,165.0,49,3.0,New Property,31.358067,74.1824132
Bahria Town,2.0,2.0,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_d_a_spacious_805_square_feet_flat_in_bahria_town_-_sector_d-53931667-1796-1.html,8.0,1.21,3.6,979.2,0.0,1.0,0.0,12357.026143790848,0,0,0,0,0,0,0,0,0,0,128.0,21,3.0,Undefined,31.358067,74.1824132
Bahria Town,3.0,3.0,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_e_get_in_touch_now_to_buy_a_1410_square_feet_flat_in_lahore-53931668-1802-1.html,8.0,2.19,6.3,1713.6,1.0,1.0,1.0,12780.112044817928,1,1,1,1,1,1,1,1,1,1,165.0,49,3.0,Relatively New,31.358067,74.1824132
Bahria Town,1.0,1.0,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_e_idyllic_flat_available_in_bahria_town_-_sector_e_for_sale-53931669-1802-1.html,8.0,0.765,2.3,625.5999999999999,1.0,1.0,1.0,12228.26086956522,1,1,1,1,1,1,1,1,1,1,165.0,49,3.0,Relatively New,31.358067,74.1824132
Bahria Town,2.0,2.0,https://www.zameen.com/Property/bahria_town_sector_e_bahria_town_-_rafi_block_2_bed_fully_furnished_apartment_for_sale_in_rafi_block_bahria_town_lahore_near_to_masjid_and_park-53604413-1803-1.html,8.0,1.49,3.6,979.2,0.0,1.0,0.0,15216.503267973856,1,1,1,1,1,1,1,1,1,1,175.0,49,3.0,Relatively New,31.358067,74.1824132
Bahria Town,0.0,2.0,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_f_best_roi_studio_apartment_available_for_sale_in_bahria_town_lahore_madina_mall_and_residency-53922228-3097-1.html,8.0,0.4523,1.5,408.0,0.0,1.0,0.0,11085.78431372549,0,0,0,0,0,0,0,0,0,0,137.0,39,3.0,Undefined,31.358067,74.1824132
Bahria Town,1.0,1.0,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_f_3_years_installment_plan_1_bed_modern_apartment_available_for_sale_on_easy_installments_in_madina_mall_and_residency_bahria_town_lahore-53922139-3097-1.html,7.0,0.6844,2.3,625.5999999999999,0.0,2.0,1.0,10939.89769820972,1,1,1,1,1,1,1,1,1,1,157.0,49,3.0,New Property,31.358067,74.1824132
Bahria Town,1.0,1.0,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_f_3_years_installment_plan_1_bed_apartment_available_for_sale_on_easy_installments_only_1_monthly_plan_in_bahria_town-53922116-3097-1.html,7.0,0.6844,2.3,625.5999999999999,1.0,1.0,1.0,10939.89769820972,1,1,1,1,1,1,1,1,1,1,180.0,49,3.0,New Property,31.358067,74.1824132
Bahria Town,2.0,2.0,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_f_premium_lifestyle_2_bed_apartment_with_world_class_amenities_available_in_bahria_town_lahore-53922239-3097-1.html,8.0,1.47,4.2,1142.4,0.0,1.0,0.0,12867.647058823528,0,0,1,0,0,0,0,1,0,0,137.0,39,3.0,Undefined,31.358067,74.1824132
Bahria Town,1.0,1.0,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_f_one_bed_apartment_available_for_sale_in_bahria_town_lahore_madina_mall_and_residency-53922247-3097-1.html,8.0,0.7918000000000001,2.3,625.5999999999999,0.0,1.0,0.0,12656.64961636829,0,0,0,0,0,0,0,0,0,0,137.0,39,3.0,Undefined,31.358067,74.1824132
Bahria Town,1.0,1.0,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_f_affordable_1_bed_luxury_apartment_for_sale_in_madina_mall_and_residency_bahria_town_lahore-53922257-3097-1.html,8.0,0.8321,2.4,652.8,0.0,1.0,0.0,12746.629901960783,0,0,0,0,0,0,0,0,0,0,137.0,39,3.0,Undefined,31.358067,74.1824132
Bahria Town,1.0,1.0,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_f_residential_studio_apartment_available_at_lowest_price_at_bahria_town_in_madina_mall_and_residency_lahore-53956187-3097-1.html,8.0,0.4473,1.5,408.0,0.0,1.0,0.0,10963.235294117649,0,0,0,0,0,0,0,0,0,0,25.0,2,3.0,Undefined,31.358067,74.1824132
Bahria Town,1.0,1.0,https://www.zameen.com/Property/bahria_town_sector_e_bahria_town_-_jinnah_block_sky_square_get_your_one_bed_studio_apartment_with_eiffel_tower_view_on_easy_installment_plan-53868197-1804-1.html,5.0,0.53,1.4,380.8,0.0,1.0,0.0,13918.067226890758,1,1,1,0,1,1,1,1,0,1,180.0,39,3.0,Relatively New,31.358067,74.1824132
Bahria Town,1.0,1.0,https://www.zameen.com/Property/bahria_town_sector_e_bahria_town_-_jinnah_block_full_furnished_loft_apartments_for_sale_on_3_year_instalment_plan_in_bahria_town-52143871-1804-1.html,15.0,0.5,1.8,489.6,0.0,2.0,0.0,10212.418300653597,1,1,0,0,0,1,1,0,0,1,185.0,49,2.0,New Property,31.358067,74.1824132
Bahria Town,1.0,1.0,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_e_ready_2_move_apartments_for_sale_in_bahira_town_lahore-50175391-1802-1.html,22.0,0.65,2.2,598.4000000000001,1.0,2.0,1.0,10862.29946524064,1,1,1,1,1,1,1,1,1,1,185.0,49,3.0,Relatively New,31.358067,74.1824132
Bahria Town,2.0,2.0,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_e_2_bed_ready_to_move_apartment_available_for_sale_in_sector_e_bahria_town_lahore-50490266-1802-1.html,4.0,1.15,3.3,897.5999999999999,1.0,1.0,2.0,12811.942959001784,1,1,1,1,1,1,1,1,1,1,168.0,49,1.0,New Property,31.358067,74.1824132
Bahria Town,1.0,1.0,https://www.zameen.com/Property/bahria_town_sector_e_bahria_town_-_nishtar_block_one_bed_ready_to_move_apartment_available_for_sale_in_nishtar_block_sector_e_bahria_town-50255344-1806-1.html,7.0,0.68,2.4,652.8,0.0,1.0,0.0,10416.66666666667,1,1,1,1,1,1,1,1,1,1,185.0,49,3.0,New Property,31.358067,74.1824132
Bahria Town,0.0,1.0,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_e_studio_ready_to_move_apartment_available_for_sale_in_sector_e_bahria_town_lahore-53931097-1802-1.html,8.0,0.45,1.4,380.8,0.0,1.0,0.0,11817.226890756305,0,0,0,0,0,0,0,0,0,0,116.0,18,3.0,Undefined,31.358067,74.1824132
Bahria Town,1.0,1.0,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_e_one_bed_ready_to_move_apartment_for_sale_with_1_year_installment_plan_in_bahria_town_lahore-53319536-1802-1.html,7.0,0.45,2.2,598.4000000000001,0.0,1.0,0.0,7520.053475935828,0,0,1,0,0,0,0,0,0,0,149.0,39,4.0,New Property,31.358067,74.1824132
Bahria Town,2.0,2.0,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_c_modern_2-bedroom_apartment_for_sale_in_bahria_town_lahore-53831087-1784-1.html,12.0,1.2,3.2,870.4000000000001,1.0,2.0,2.0,13786.764705882351,1,1,1,1,1,1,1,1,1,1,64.0,47,6.0,Moderately Old,31.358067,74.1824132
Bahria Town,1.0,1.0,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_b_affordable_apartments_in_madina_heights_5_bahria_town_lahore_on_easy_installments-53781620-1772-1.html,8.0,0.82,1.9,516.8,1.0,2.0,1.0,15866.87306501548,1,1,1,1,1,1,1,1,1,1,148.0,49,3.0,New Property,31.358067,74.1824132
Bahria Town,1.0,1.0,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_f_1_bed_apartment_available_at_best_price_in_madina_mall_residency_best_for_investors-53865931-3097-1.html,8.0,0.6790999999999999,2.2,598.4000000000001,0.0,1.0,0.0,11348.596256684488,0,1,1,1,0,0,0,1,0,0,139.0,39,3.0,Undefined,31.358067,74.1824132
Bahria Town,1.0,1.0,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_f_best_price_1_bed_apartment_available_on_easy_installments_at_bahria_town-53865953-3097-1.html,7.0,0.6844,2.3,625.5999999999999,0.0,1.0,0.0,10939.89769820972,0,0,1,0,0,0,0,0,0,0,153.0,39,3.0,Undefined,31.358067,74.1824132
Bahria Town,1.0,1.0,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_f_best_price_1_bed_apartment_available_on_easy_installments_in_bahria_town-53866009-3097-1.html,8.0,0.6804000000000001,2.2,598.4000000000001,0.0,1.0,0.0,11370.320855614971,0,0,1,0,0,0,0,0,0,0,137.0,39,3.0,Undefined,31.358067,74.1824132
Bahria Town,2.0,2.0,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_f_own_a_2_bed_apartment_on_easy_installments_in_bahria_town_lahore_at_madina_mall_and_residency-53881823-3097-1.html,7.0,1.34,3.8,1033.6,1.0,1.0,1.0,12964.396284829723,1,1,1,1,1,1,1,1,1,1,180.0,39,3.0,Undefined,31.358067,74.1824132
Bahria Town,2.0,2.0,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_f_high_roi_2_bed_apartment_on_easy_installments_in_madina_mall_and_residency_bahria_town_lahore-53881830-3097-1.html,7.0,1.47,4.2,1142.4,0.0,1.0,0.0,12867.647058823528,1,1,1,0,0,0,0,1,0,0,153.0,39,3.0,Undefined,31.358067,74.1824132
Bahria Town,0.0,1.0,https://www.zameen.com/Property/bahria_town_sector_e_bahria_town_-_nishtar_block_furnished_studio_apartment_ready_to_move_sector_f_bahria_town_lahore-51125236-1806-1.html,8.0,0.45,1.9,516.8,0.0,1.0,0.0,8707.430340557275,0,0,1,0,0,0,0,0,0,0,89.0,41,3.0,Undefined,31.358067,74.1824132
Bahria Town,1.0,1.0,https://www.zameen.com/Property/bahria_town_sector_c_bahria_town_-_jasmine_block_luxury_stylish_apartment_in_bahria_town-53606168-1786-1.html,21.0,0.55,2.0,544.0,1.0,2.0,1.0,10110.29411764706,1,1,1,1,1,1,1,1,1,1,168.0,49,5.0,New Property,31.358067,74.1824132
Bahria Town,2.0,2.0,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_e_ready_to_live_2_beds_apartment_for_sale_on_one_year_instalments_in_sector_e_bahria_town_lahore-53939935-1802-1.html,8.0,0.62,3.3,897.5999999999999,0.0,1.0,0.0,6907.308377896614,0,0,0,0,0,0,0,0,0,0,77.0,47,3.0,New Property,31.358067,74.1824132
Bahria Town,1.0,1.0,https://www.zameen.com/Property/bahria_town_sector_e_bahria_town_-_iqbal_block_luxurious_apartment_for_sale_at_bahria_town-53842069-1805-1.html,7.0,0.68,2.2,598.4000000000001,1.0,1.0,1.0,11363.636363636364,1,1,1,1,0,0,1,0,0,0,170.0,39,1.0,New Property,31.358067,74.1824132
Bahria Town,1.0,1.0,https://www.zameen.com/Property/bahria_town_sector_e_bahria_town_-_quaid_block_ready_one_bed_apartment_on_instalments_in_bahria_town_lahore-53826931-1808-1.html,8.0,0.45,2.2,598.4000000000001,1.0,1.0,1.0,7520.053475935828,1,1,1,1,1,1,1,1,1,1,148.0,49,3.0,New Property,31.358067,74.1824132
Bahria Town,1.0,1.0,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_f_3_years_installment_plans_book_your_1_bed_apartment_at_lowest_price_in_bahria_town_lahore_madina_mall_and_residency-53922258-3097-1.html,5.0,0.857,2.5,680.0,0.0,1.0,0.0,12602.941176470587,0,0,1,0,0,0,0,0,0,0,171.0,49,3.0,New Property,31.358067,74.1824132
Bahria Town,1.0,1.0,https://www.zameen.com/Property/bahria_town_sector_e_bahria_town_-_nishtar_block_one_bed_furnished_apartment_available_for_sale_in_nisthar_block_bahria_town_lahore-51929635-1806-1.html,8.0,0.8,2.2,598.4000000000001,0.0,1.0,0.0,13368.983957219249,1,1,1,1,1,1,1,1,1,1,180.0,49,3.0,New Property,31.358067,74.1824132
Bahria Town,1.0,1.0,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_c_1_bed_furnished_apartment_available_on_installments-52669541-1784-1.html,12.0,0.5,2.7,734.4000000000001,1.0,1.0,0.0,6808.278867102395,1,1,1,1,1,1,1,1,1,1,124.0,40,3.0,New Property,31.358067,74.1824132
Bahria Town,2.0,2.0,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_e_2_bed_furnished_apartment_available_for_sale_in_bahria_town_lahore-53876813-1802-1.html,4.0,1.15,4.0,1088.0,1.0,1.0,0.0,10569.85294117647,1,1,0,0,0,0,0,0,0,0,175.0,40,3.0,New Property,31.358067,74.1824132
Bahria Town,1.0,1.0,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_f_book_your_apartment_in_madina_mall_and_residency_today_luxury_living_with_high_roi_investment_opportunity-53922129-3097-1.html,7.0,0.6790999999999999,2.2,598.4000000000001,0.0,2.0,1.0,11348.596256684488,1,1,1,1,1,1,1,1,1,1,157.0,39,3.0,New Property,31.358067,74.1824132
Bahria Town,1.0,1.0,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_f_own_a_luxury_apartment_with_only_1_monthly_installments_in_madina_mall_and_residency_premium_high-rise_living-53922112-3097-1.html,7.0,0.6844,2.3,625.5999999999999,0.0,1.0,0.0,10939.89769820972,1,1,1,1,1,1,1,1,1,1,153.0,49,3.0,New Property,31.358067,74.1824132
Bahria Town,2.0,2.0,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_e_2_bed_luxurious_apartment_for_sale_at_bahria_town_prime_location-53849737-1802-1.html,8.0,1.1,3.6,979.2,0.0,1.0,0.0,11233.660130718954,1,1,1,1,0,0,0,0,0,0,130.0,19,2.0,New Property,31.358067,74.1824132
Bahria Town,1.0,1.0,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_c_one_bed_luxurious_apartment_for_sale_at_bahria_town-53826895-1784-1.html,7.0,0.6,2.4,652.8,0.0,1.0,0.0,9191.176470588236,1,1,1,1,0,0,0,0,0,0,157.0,28,1.0,New Property,31.358067,74.1824132
Bahria Town,1.0,1.0,https://www.zameen.com/Property/bahria_town_midway_commercial_fully_furnished_luxury_apartment_for_sale_in_bahria_town_lahore_with_handsome_rental_income-50397286-21559-1.html,4.0,0.85,2.0,544.0,1.0,1.0,2.0,15625.0,1,1,1,1,1,1,1,1,1,1,168.0,49,1.0,Relatively New,31.358067,74.1824132
Bahria Town,2.0,2.0,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_c_spacious_2_bed_apartment_available_in_bahria_town-53733604-1784-1.html,8.0,1.26,3.1,843.2,1.0,2.0,2.0,14943.074003795064,1,1,1,1,1,1,1,1,1,1,160.0,39,3.0,New Property,31.358067,74.1824132
Bahria Town,1.0,1.0,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_d_1_bedroom_apartment_for_sale_modern_living_prime_location-53798870-1796-1.html,7.0,0.828,2.0,544.0,0.0,1.0,0.0,15220.588235294115,1,1,0,0,1,1,0,0,0,1,160.0,39,3.0,New Property,31.358067,74.1824132
Bahria Town,1.0,1.0,https://www.zameen.com/Property/bahria_town_sector_e_bahria_town_-_nishtar_block_book_your_luxury_apartments_in_bahria_town_lahore-50177357-1806-1.html,7.0,0.48,1.3,353.6,1.0,1.0,1.0,13574.660633484162,1,1,1,1,1,1,1,1,1,1,185.0,49,4.0,New Property,31.358067,74.1824132
Bahria Town,1.0,1.0,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_e_1_bedroom_apartment_for_sale_the_oasis_grand_14_in_down_town_commercials-51979933-1802-1.html,6.0,0.8,2.2,598.4000000000001,2.0,1.0,2.0,13368.983957219249,1,1,1,1,1,1,1,1,1,1,174.0,49,2.0,New Property,31.358067,74.1824132
Bahria Town,1.0,1.0,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_f_one_bed_apartment_available_for_sale_at_best_price_in_bahria_town_madina_mall_and_residency_lahore-53922251-3097-1.html,8.0,0.8011,2.3,625.5999999999999,1.0,1.0,1.0,12805.306905370846,1,1,1,1,1,1,1,1,1,1,185.0,39,1.0,Relatively New,31.358067,74.1824132
Bahria Town,1.0,1.0,https://www.zameen.com/Property/bahria_town_sector_f_bahria_town_-_tauheed_block_book_studio_bed_apartment_in_tauheed_block_sector_f_bahria_town-50382556-11864-1.html,7.0,0.48,1.6,435.2000000000001,0.0,1.0,0.0,11029.41176470588,0,0,0,0,0,0,0,0,0,0,168.0,49,4.0,New Property,31.358067,74.1824132
Bahria Town,1.0,1.0,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_e_like_new_non-furnished_ready_to_move_studio_apartment_for_sale_with_original_pics_attached-53132710-1802-1.html,8.0,0.45,1.3,353.6,0.0,1.0,1.0,12726.244343891402,1,1,1,0,0,0,0,0,0,1,172.0,39,3.0,Relatively New,31.358067,74.1824132
Bahria Town,1.0,1.0,https://www.zameen.com/Property/bahria_town_sector_e_bahria_town_-_talha_block_one_bed_luxury_furnished_apartment_available_for_sale_in_bahria_town_lahore-53931413-10063-1.html,8.0,0.75,2.4,652.8,0.0,1.0,0.0,11488.970588235296,0,0,1,0,0,0,0,0,0,0,115.0,28,3.0,Undefined,31.358067,74.1824132
Bahria Town,1.0,1.0,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_e_600_square_feet_1_bed_ready_to_move_apartment_is_for_sale_in_50_down_payment_iqbal_block_bahria_town_lahore-52142488-1802-1.html,15.0,0.8,2.7,734.4000000000001,1.0,2.0,1.0,10893.246187363831,1,1,1,1,1,1,1,1,1,0,175.0,49,1.0,New Property,31.358067,74.1824132
Bahria Town,1.0,1.0,https://www.zameen.com/Property/bahria_town_sector_e_bahria_town_-_johar_block_luxury_1_bed_apartment_in_the_oasis_grand_14_with_theme_park_views_available_on_easy_installment-52143872-1809-1.html,9.0,0.55,2.2,598.4000000000001,0.0,2.0,0.0,9191.176470588234,1,1,1,1,1,1,1,1,1,1,180.0,49,3.0,New Property,31.358067,74.1824132
Bahria Town,1.0,1.0,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_b_modern_apartment_available_for_sale_in_madina_heights_4_bahria_town_lahore_on_easy_installments-53781604-1772-1.html,8.0,0.79,2.0,544.0,1.0,1.0,0.0,14522.058823529413,1,1,1,1,1,1,1,1,1,0,148.0,49,3.0,Undefined,31.358067,74.1824132
Bahria Town,1.0,1.0,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_b_best_price_apartment_available_for_sale_in_madina_heights_5_in_bahria_town_lahore-53781579-1772-1.html,8.0,0.53,1.2,326.4,0.0,1.0,0.0,16237.745098039217,0,0,0,0,0,0,0,0,0,0,131.0,49,3.0,Undefined,31.358067,74.1824132
Bahria Town,2.091539986781229,2.0,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_b_prime_location_apartment_available_for_sale_in_bahria_town_lahore-53781563-1772-1.html,8.0,0.56,1.2,326.4,0.0,1.0,0.0,17156.862745098042,0,0,1,1,0,1,0,0,0,0,108.0,49,3.0,Undefined,31.358067,74.1824132
Bahria Town,1.0,1.0,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_e_ready_one_bed_apartment_on_50_payment_remanning_pay_in_1_year-53836304-1802-1.html,7.0,0.5,2.5,680.0,0.0,1.0,0.0,7352.941176470588,1,1,1,0,0,0,0,0,0,0,131.0,25,1.0,New Property,31.358067,74.1824132
Bahria Town,1.0,1.0,https://www.zameen.com/Property/bahria_town_sector_e_bahria_town_-_rafi_block_ready_to_move_apartment_on_1-year_installment_plan_bahria_town-53843801-1803-1.html,8.0,0.44,2.4,652.8,0.0,1.0,0.0,6740.196078431373,0,0,1,0,0,0,0,0,0,0,170.0,34,1.0,New Property,31.358067,74.1824132
Bahria Town,1.0,1.0,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_c_one_bedroom_furnished_apartment_brand_new-53569423-1784-1.html,5.0,1.25,3.2,870.4000000000001,1.0,1.0,1.0,14361.213235294115,1,1,1,1,1,1,1,1,1,1,185.0,49,1.0,New Property,31.358067,74.1824132
